Time(s),Angle(deg)
35.625,-0.2930704850263339
35.666666666666664,-1.1721286209350694
35.708333333333336,-2.9356734464211627
35.75,-3.814074834290352
35.791666666666664,-4.690684455734839
35.833333333333336,-5.579314850012906
35.875,-7.3243367259394745
35.916666666666664,-7.9232592833786555
35.958333333333336,-8.668269427149312
36.0,-9.390282288511372
36.041666666666664,-10.709249854439406
36.083333333333336,-11.3099324740202
36.125,-11.768288932020653
36.166666666666664,-12.370313564287102
36.208333333333336,-13.257238846581089
36.25,-13.717346318360313
36.291666666666664,-14.000853861856825
36.333333333333336,-14.31970821519576
36.375,-14.780763051677951
36.416666666666664,-14.92200745913641
36.458333333333336,-15.06306653010708
36.5,-15.242292247146452
36.541666666666664,-15.242292247146452
36.583333333333336,-15.242292247146452
36.625,-15.242292247146452
36.666666666666664,-15.242292247146452
36.708333333333336,-14.92200745913641
36.75,-14.639334662307022
36.791666666666664,-14.31970821519576
36.833333333333336,-14.036243467926482
36.875,-13.290801411285884
36.916666666666664,-12.972706361048381
36.958333333333336,-12.401695816721315
37.0,-12.084540283341312
37.041666666666664,-10.880007230059903
37.083333333333336,-10.278719804132265
37.125,-9.847013226445995
37.166666666666664,-8.980248775223004
37.208333333333336,-7.9232592833786555
37.25,-6.88923257902519
37.291666666666664,-6.29181367169349
37.333333333333336,-5.405754014978271
37.375,-3.8043488490649793
37.416666666666664,-3.0664855011258965
37.458333333333336,-2.1913713999788342
37.5,-1.4575933507327647
37.541666666666664,0.14616238577947704
37.583333333333336,0.8746767711213187
37.625,1.7534048600715397
37.666666666666664,2.483209981749071
37.708333333333336,4.2310108694079815
37.75,4.969740728110304
37.791666666666664,5.6960842040257536
37.833333333333336,6.565258184575198
37.875,7.923259283378657
37.916666666666664,8.646266583920816
37.958333333333336,9.222692574219947
38.0,9.822064945192434
38.041666666666664,10.995594692794405
38.083333333333336,11.338623397767874
38.125,11.798155369845714
38.166666666666664,12.544687913709703
38.208333333333336,13.433152273545947
38.25,13.752075781774245
38.291666666666664,14.036243467926479
38.333333333333336,14.355931418581749
38.375,14.676393137450013
38.416666666666664,14.959716046191916
38.458333333333336,14.99761131547889
38.5,14.959716046191916
38.541666666666664,15.101098161385437
38.583333333333336,15.101098161385437
38.625,14.959716046191916
38.666666666666664,14.959716046191916
38.708333333333336,14.49772365809792
38.75,14.319708215195757
38.791666666666664,14.036243467926479
38.833333333333336,13.6097318958122
38.875,12.939976545737009
38.916666666666664,12.370313564287114
38.958333333333336,12.053991676908922
39.0,11.768288932020644
39.041666666666664,10.709249854439397
39.083333333333336,10.13494616071458
39.125,9.534331947462942
39.166666666666664,8.957420728970728
